1.549164e-01	3.674450e+00
1.549164e-01	3.674450e+00
1.549164e-01	3.674450e+00
1.549164e-01	3.674450e+00
9.598192e-02	3.642892e+00
1.739489e-01	3.577571e+00
1.890301e-01	3.466517e+00
1.890301e-01	3.466517e+00
1.890301e-01	3.466517e+00
1.890301e-01	3.466517e+00
1.890301e-01	3.466517e+00
1.890301e-01	3.466517e+00
1.890301e-01	3.450413e+00
3.070701e-01	3.197312e+00
3.070701e-01	3.052073e+00
3.070701e-01	3.052073e+00
3.070701e-01	3.052073e+00
3.070701e-01	3.052073e+00
3.070701e-01	3.052073e+00
3.070701e-01	3.052073e+00
3.070701e-01	3.052073e+00
6.649524e-01	3.008267e+00
6.649524e-01	3.008267e+00
6.649524e-01	3.008267e+00
6.649524e-01	3.008267e+00
8.819919e-01	2.774170e+00
8.819919e-01	2.774170e+00
8.819919e-01	2.748415e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
8.819919e-01	2.725448e+00
